,Name,Platform,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Game_Age
2955,Plants vs. Zombies: Garden Warfare,XOne,Shooter,Electronic Arts,0.69,76.0,65.0,7.4,438.0,PopCap,E10+,2.0
2956,Need for Speed Rivals,XOne,Racing,Electronic Arts,0.69,75.0,18.0,5.8,175.0,Ghost Games,E10+,3.0
2957,The Sims 2: Apartment Pets,DS,Simulation,Electronic Arts,0.69,50.0,12.0,3.3,4.0,Full Fat,E,8.0
2958,Harry Potter and the Chamber of Secrets,GC,Action,Electronic Arts,0.69,77.0,14.0,8.3,27.0,Eurocom Entertainment Software,E,14.0
2959,Prince of Persia: The Forgotten Sands,PS3,Action,Ubisoft,0.69,75.0,49.0,7.6,120.0,Ubisoft Montreal,T,6.0
2961,The Lord of the Rings: The Return of the King,GC,Action,Electronic Arts,0.69,84.0,23.0,8.5,21.0,Hypnos Entertainment,T,13.0
2962,The Sims: Medieval,PC,Simulation,Electronic Arts,0.69,77.0,56.0,6.1,173.0,The Sims Studio,T,5.0
2964,Top Spin 4,PS3,Sports,Take-Two Interactive,0.69,82.0,37.0,7.7,55.0,2K Czech,E,5.0
2966,Baldur's Gate: Dark Alliance II,PS2,Role-Playing,Interplay,0.68,78.0,44.0,8.7,54.0,Black Isle Studios,T,12.0
2967,Shark Tale,GBA,Action,Activision,0.68,63.0,8.0,9,4.0,Vicarious Visions,E,12.0
2968,IL-2 Sturmovik: Birds of Prey,PS3,Simulation,505 Games,0.68,81.0,28.0,7.3,20.0,Gaijin Entertainment,T,7.0
2972,NBA Street Vol. 2,XB,Sports,Electronic Arts,0.68,89.0,22.0,8.8,24.0,Electronic Arts,E,13.0
2974,MX vs. ATV Untamed,X360,Racing,THQ,0.68,70.0,43.0,7.1,17.0,Rainbow Studios,E,9.0
2975,The Last Remnant,X360,Role-Playing,Square Enix,0.68,66.0,49.0,6.9,122.0,Square Enix,M,8.0
2976,NCAA Football 2005,XB,Sports,Electronic Arts,0.68,89.0,29.0,8,12.0,EA Sports,E,12.0
2978,The Sly Collection,PS3,Platform,Sony Computer Entertainment,0.68,85.0,46.0,8.8,172.0,Sanzaru Games,E10+,6.0
2979,Naruto: Clash of Ninja,GC,Fighting,Tomy Corporation,0.68,72.0,21.0,8.1,20.0,Tomy Corporation,T,13.0
2980,Sniper Elite 3,PS4,Shooter,505 Games,0.68,67.0,41.0,7.1,178.0,Rebellion,M,2.0
2981,Prince of Persia: The Two Thrones,PS2,Action,Ubisoft,0.68,85.0,46.0,8.5,111.0,Ubisoft Montreal,M,11.0
2982,Hot Shots Golf: Open Tee 2,PSP,Sports,Sony Computer Entertainment,0.68,82.0,42.0,8.6,12.0,Clap Hanz,E,9.0
2985,Suikoden II,PS,Role-Playing,Konami Digital Entertainment,0.68,82.0,8.0,8.4,162.0,Konami,T,18.0
2986,Iron Man,PS3,Action,Sega,0.68,42.0,27.0,6.2,45.0,Secret Level,T,8.0
2987,FIFA Soccer 06,XB,Sports,Electronic Arts,0.68,80.0,39.0,7.5,22.0,EA Canada,E,11.0
2988,Fight Night 2004,XB,Fighting,Electronic Arts,0.68,85.0,47.0,8.7,20.0,EA Sports,T,12.0
2990,.hack//Mutation Part 2,PS2,Role-Playing,Atari,0.68,76.0,24.0,8.9,81.0,CyberConnect2,T,14.0
2991,Wolfenstein: The New Order,XOne,Shooter,Bethesda Softworks,0.68,79.0,18.0,7.8,397.0,MachineGames,M,2.0
2992,Cars: Mater-National Championship,DS,Racing,THQ,0.68,69.0,7.0,6.8,5.0,Rainbow Studios,E,9.0
2995,Kirby's Dream Collection: Special Edition,Wii,Action,Nintendo,0.67,82.0,6.0,8.8,37.0,HAL Labs,E10+,4.0
2996,Return to Castle Wolfenstein: Tides of War,XB,Shooter,Activision,0.67,84.0,38.0,8.8,33.0,Nerve Software,M,13.0
2997,RIFT,PC,Role-Playing,Unknown,0.67,84.0,59.0,7.3,561.0,Trion Worlds,T,5.0
2998,Spider-Man 3,PS3,Platform,Activision,0.67,60.0,33.0,7,40.0,Treyarch,T,9.0
3000,Mass Effect,PC,Role-Playing,Electronic Arts,0.67,89.0,45.0,8.6,2386.0,"BioWare, Demiurge Studios",M,8.0
3006,The Evil Within,XOne,Action,Bethesda Softworks,0.67,79.0,24.0,7.3,430.0,Tango Gameworks,M,2.0
3007,Armored Core 3,PS2,Simulation,Metro 3D,0.67,74.0,23.0,9,33.0,From Software,T,14.0
3008,Star Wars: Republic Commando,XB,Shooter,Activision,0.67,78.0,54.0,8.9,89.0,LucasArts,T,11.0
3011,The LEGO Movie Videogame,PS4,Action,Warner Bros. Interactive Entertainment,0.67,71.0,31.0,7.1,98.0,TT Games,E10+,2.0
3012,Turok,PS3,Action,Touchstone,0.67,67.0,38.0,6,39.0,Propaganda Games,M,8.0
3014,Terraria,X360,Action,505 Games,0.67,81.0,39.0,7.2,139.0,Engine Software,T,3.0
3015,Red Steel,Wii,Shooter,Ubisoft,0.67,63.0,54.0,6.8,121.0,Ubisoft Paris,T,10.0
3020,Unreal Tournament III,PS3,Shooter,Midway Games,0.67,86.0,42.0,7.7,127.0,Epic Games,M,9.0
3022,Fossil Fighters: Champions,DS,Role-Playing,Nintendo,0.67,68.0,8.0,7.1,11.0,"RED Entertainment, Artdink",E,6.0
3023,The Sims 3,DS,Simulation,Electronic Arts,0.67,73.0,9.0,6.4,20.0,Exient Entertainment,E,6.0
3029,NFL Street,XB,Sports,Electronic Arts,0.66,81.0,38.0,8.8,9.0,EA Tiburon,E,12.0
3030,Final Fantasy Crystal Chronicles: Ring of Fates,DS,Role-Playing,Square Enix,0.66,77.0,41.0,7.2,25.0,Square Enix,E10+,9.0
3031,Bakugan: Battle Brawlers,Wii,Action,Activision,0.66,62.0,12.0,7.2,11.0,Now Production,E,7.0
3032,Blazing Angels: Squadrons of WWII,PS3,Simulation,Ubisoft,0.66,67.0,26.0,6.9,9.0,Ubisoft,T,10.0
3033,WWE SmackDown vs. RAW 2007,PSP,Fighting,THQ,0.66,78.0,13.0,8.1,21.0,Yuke's,T,10.0
3035,F1 2015,PS4,Racing,Codemasters,0.66,65.0,46.0,6.3,43.0,Codemasters,E,1.0
3036,Tony Hawk's Proving Ground,PS2,Sports,Activision,0.66,65.0,6.0,6.6,17.0,Page 44 Studios,T,9.0
3037,The Darkness,PS3,Shooter,Take-Two Interactive,0.66,80.0,35.0,7.7,107.0,Starbreeze,M,9.0
3039,MLB 2004,PS2,Sports,Sony Computer Entertainment,0.66,61.0,21.0,7.9,9.0,989 Sports,E,13.0
3043,Darkstone,PS,Role-Playing,Electronic Arts,0.66,58.0,10.0,8.3,12.0,Delphine Software International,T,15.0
3044,NCAA March Madness 2003,PS2,Sports,Electronic Arts,0.66,74.0,13.0,8,27.0,NuFX,E,14.0
3047,Thrillville,PS2,Strategy,Atari,0.66,69.0,32.0,2.9,52.0,Frontier Developments,E10+,10.0
3051,Castlevania: Lords of Shadow,X360,Action,Konami Digital Entertainment,0.66,83.0,70.0,7.8,237.0,Mercury Steam,M,6.0
3053,NHL 10,X360,Sports,Electronic Arts,0.66,88.0,52.0,8.4,71.0,EA Canada,E10+,7.0
3059,Street Fighter Anniversary Collection,PS2,Fighting,Capcom,0.66,78.0,30.0,8.7,20.0,Capcom,T,12.0
3061,NHL 13,X360,Sports,Electronic Arts,0.66,83.0,44.0,6.6,86.0,Electronic Arts,E10+,4.0
3062,Napoleon: Total War,PC,Strategy,Sega,0.66,81.0,56.0,7.9,515.0,Creative Assembly,T,6.0
3065,Rayman Legends,WiiU,Platform,Ubisoft,0.66,92.0,35.0,8.7,465.0,Ubisoft Montpellier,E10+,3.0
3066,The Sims: Bustin' Out,GC,Simulation,Electronic Arts,0.66,81.0,30.0,9,15.0,Maxis,T,13.0
3067,BioShock Infinite,PC,Shooter,Take-Two Interactive,0.66,94.0,68.0,8.5,7322.0,Irrational Games,M,3.0
3069,Ratatouille,PSP,Action,THQ,0.66,64.0,7.0,7.1,7.0,Locomotive Games,E,9.0
3070,Lollipop Chainsaw,PS3,Action,Warner Bros. Interactive Entertainment,0.66,67.0,37.0,7.1,199.0,Grasshopper Manufacture,M,4.0
3071,Tom Clancy's EndWar,PS3,Strategy,Ubisoft,0.66,76.0,33.0,6.6,42.0,Ubisoft Shanghai,T,8.0
3072,Shrek: Hassle at the Castle,GBA,Action,TDK Mediactive,0.66,71.0,7.0,7.4,5.0,TOSE,E,14.0
3073,Suikoden IV,PS2,Role-Playing,Konami Digital Entertainment,0.66,63.0,44.0,7.3,47.0,KCET,T,12.0
3074,Gods Eater Burst,PSP,Action,Namco Bandai Games,0.66,71.0,30.0,7.9,35.0,"Shift, Bandai Namco Games",T,6.0
3075,Fist of the North Star: Ken's Rage,PS3,Action,Ubisoft Annecy,0.66,60.0,30.0,6.9,29.0,"Koei, Omega Force",M,6.0
3078,One Piece: Pirate Warriors 2,PS3,Action,Namco Bandai Games,0.66,71.0,35.0,7.8,61.0,Omega Force,T,3.0
3080,Brothers In Arms: Road to Hill 30,XB,Shooter,Ubisoft,0.66,88.0,64.0,8,69.0,Gearbox Software,M,11.0
3084,LEGO Jurassic World,XOne,Action,Warner Bros. Interactive Entertainment,0.65,70.0,17.0,6.7,44.0,TT Games,E10+,1.0
3085,Kung Fu Panda,PS2,Action,Activision,0.65,73.0,6.0,8.6,5.0,Xpec,E10+,8.0
3086,Freedom Wars,PSV,Role-Playing,Sony Computer Entertainment,0.65,73.0,39.0,8.3,265.0,"Dimps Corporation, SCE Japan Studio",T,2.0
3090,Shaun White Snowboarding,PS3,Sports,Ubisoft,0.65,63.0,30.0,6.3,26.0,Ubisoft Montreal,T,8.0
3091,Radiata Stories,PS2,Role-Playing,Square Enix,0.65,74.0,36.0,9,54.0,Tri-Ace,T,11.0
3094,F-Zero GX,GC,Racing,Nintendo,0.65,89.0,50.0,8.5,161.0,Amusement Vision,T,13.0
3095,Disney's Chicken Little,PS2,Platform,Disney Interactive Studios,0.65,60.0,20.0,8.9,7.0,Avalanche Software,E10+,11.0
3096,Scene It? Box Office Smash,X360,Misc,Microsoft Game Studios,0.65,76.0,32.0,7.4,25.0,"Krome Studios, Screenlife Games",T,8.0
3097,Yoshi Topsy-Turvy,GBA,Platform,Nintendo,0.65,60.0,23.0,6.6,5.0,Artoon,E,12.0
3098,Monster Jam: Maximum Destruction,PS2,Racing,Ubisoft,0.65,47.0,11.0,6,6.0,Ubisoft,T,14.0
3100,Tiger Woods PGA Tour 09,PS3,Sports,Electronic Arts,0.65,82.0,34.0,7.2,9.0,EA Tiburon,E,8.0
3102,Mortal Kombat,PSV,Fighting,Warner Bros. Interactive Entertainment,0.65,85.0,51.0,7.8,192.0,NetherRealm Studios,M,4.0
3104,Tiger Woods PGA Tour 09,X360,Sports,Electronic Arts,0.65,84.0,41.0,7.8,29.0,EA Tiburon,E,8.0
3105,Advance Wars 2: Black Hole Rising,GBA,Strategy,Nintendo,0.65,89.0,34.0,9.4,97.0,Intelligent Systems,E,13.0
3106,Wario: Master of Disguise,DS,Platform,Nintendo,0.65,60.0,35.0,7.4,19.0,Suzak,E10+,9.0
3108,The Last Story,Wii,Role-Playing,Nintendo,0.65,80.0,61.0,8.4,179.0,"Mistwalker, Artoon",T,5.0
3109,Drakengard,PS2,Role-Playing,Square Enix,0.65,63.0,55.0,9.1,88.0,Cavia Inc.,M,13.0
3112,Champions: Return to Arms,PS2,Role-Playing,Sony Online Entertainment,0.65,77.0,48.0,8.8,43.0,Snowblind Studios,T,11.0
3113,Harry Potter and the Goblet of Fire,PS2,Action,Electronic Arts,0.65,68.0,29.0,6.7,48.0,Electronic Arts,E10+,11.0
3119,Tiger Woods PGA Tour 10,X360,Sports,Electronic Arts,0.65,80.0,51.0,6.9,20.0,EA Tiburon,E,7.0
3120,007: Quantum of Solace,Wii,Action,Activision,0.65,54.0,11.0,7.5,26.0,Treyarch,T,8.0
3123,Farming Simulator 17,PC,Simulation,Focus Home Interactive,0.65,64.0,5.0,8,20.0,Giants Software,E,0.0
3127,Borderlands 2,PSV,Shooter,Take-Two Interactive,0.64,64.0,31.0,7.6,358.0,Iron Galaxy Studios,M,2.0
3129,Crash Bandicoot Purple: Ripto's Rampage,GBA,Platform,Vivendi Games,0.64,67.0,23.0,6.6,12.0,Vicarious Visions,E,12.0
3130,Assassin's Creed IV: Black Flag,PC,Action,Ubisoft,0.64,84.0,10.0,7.7,1470.0,Ubisoft,M,3.0
3131,Need For Speed: Undercover,Wii,Racing,Electronic Arts,0.64,54.0,12.0,6.2,29.0,Exient Entertainment,T,8.0
3132,Spyro: A Hero's Tail,PS2,Platform,Vivendi Games,0.64,60.0,16.0,8,44.0,Eurocom Entertainment Software,E,12.0
3133,Crash: Twinsanity,PS2,Platform,Vivendi Games,0.64,64.0,38.0,8,129.0,Traveller's Tales,E,12.0
3134,The LEGO Movie Videogame,WiiU,Action,Warner Bros. Interactive Entertainment,0.64,68.0,5.0,7.7,25.0,TT Games,E10+,2.0
3135,Max Payne 2: The Fall of Max Payne,XB,Shooter,Take-Two Interactive,0.64,84.0,34.0,8.4,49.0,Remedy Entertainment,M,13.0
3137,Drawn to Life: The Next Chapter,DS,Puzzle,THQ,0.64,72.0,21.0,7.7,22.0,5TH Cell,E,7.0
3138,GoldenEye: Rogue Agent,PS2,Shooter,Electronic Arts,0.64,60.0,38.0,7,32.0,EA LA,T,12.0
3139,WWE 2K15,X360,Sports,Take-Two Interactive,0.64,50.0,5.0,4,65.0,Yuke's,T,2.0
3141,Star Ocean: First Departure,PSP,Role-Playing,Square Enix,0.64,74.0,32.0,7.4,28.0,TOSE,T,9.0
3142,James Bond 007: Everything or Nothing,XB,Shooter,Electronic Arts,0.64,83.0,51.0,7.4,27.0,EA Redwood Shores,T,12.0
3143,X2: Wolverine's Revenge,PS2,Platform,Activision,0.64,58.0,24.0,7.2,13.0,GenePool,T,13.0
3144,NBA Live 06,XB,Sports,Electronic Arts,0.64,79.0,30.0,6.4,15.0,EA Canada,E,11.0
3149,Rayman 3D,3DS,Platform,Ubisoft,0.64,61.0,39.0,6.6,48.0,Ubisoft Casablanca,E,5.0
3150,Football Manager 2014,PC,Sports,Sega,0.64,85.0,41.0,5.5,275.0,Sports Interactive,E,3.0
3152,TimeSplitters 2,XB,Shooter,Eidos Interactive,0.64,88.0,20.0,7.7,34.0,Free Radical Design,T,14.0
3153,Onimusha: Dawn of Dreams,PS2,Action,Capcom,0.64,81.0,45.0,8.9,62.0,Capcom,M,10.0
3154,Sengoku Basara: Samurai Heroes,PS3,Action,Capcom,0.64,61.0,37.0,7.9,29.0,Capcom,T,6.0
3155,Stuntman: Ignition,X360,Racing,THQ,0.64,75.0,38.0,7.3,31.0,Paradigm Entertainment,T,9.0
3156,Real Heroes: Firefighter,Wii,Action,Rondomedia,0.64,67.0,18.0,8.2,10.0,Epicenter Studios,E10+,7.0
3157,Dishonored 2,PS4,Action,Bethesda Softworks,0.64,88.0,56.0,7.7,569.0,Arkane Studios,M,0.0
3161,The Crew,XOne,Racing,Ubisoft,0.64,64.0,18.0,5.9,176.0,"Ubisoft Reflections, Ivory Tower",T,2.0
3162,Dragon Ball: Raging Blast 2,X360,Fighting,Namco Bandai Games,0.64,57.0,33.0,7.4,30.0,Spike,T,6.0
3166,NHL 13,PS3,Sports,Electronic Arts,0.64,84.0,22.0,6.8,60.0,Electronic Arts,E10+,4.0
3167,Dead or Alive 5,PS3,Fighting,Tecmo Koei,0.64,74.0,34.0,7.7,109.0,Team Ninja,M,4.0
3168,Evolve,XOne,Shooter,Take-Two Interactive,0.64,74.0,31.0,5.1,336.0,Turtle Rock Studios,M,1.0
3169,Lemony Snicket's A Series of Unfortunate Events,PS2,Platform,Activision,0.64,63.0,25.0,5.7,12.0,Adrenium,E,12.0
3170,Lost Planet: Extreme Condition,PS3,Shooter,Capcom,0.64,67.0,34.0,7,36.0,Capcom,T,8.0
3171,X-Men Legends II: Rise of Apocalypse,PS2,Role-Playing,Activision,0.63,82.0,44.0,7.3,41.0,Raven Software,T,11.0
3175,LEGO Star Wars II: The Original Trilogy,X360,Action,LucasArts,0.63,81.0,50.0,8,45.0,Traveller's Tales,E10+,10.0
3178,Rock Band 3,Wii,Misc,MTV Games,0.63,91.0,10.0,6.9,36.0,Backbone Entertainment,T,6.0
3179,Dragon Age II,PC,Action,Electronic Arts,0.63,82.0,45.0,4.5,4533.0,BioWare,M,5.0
3180,Tony Hawk's Pro Skater 2x,XB,Sports,Activision,0.63,78.0,24.0,8.8,5.0,Treyarch,T,15.0
3181,NBA Live 08,PS3,Sports,Electronic Arts,0.63,73.0,28.0,6.8,10.0,EA Canada,E,9.0
3183,FIFA Soccer 2003,XB,Sports,Electronic Arts,0.63,88.0,11.0,7.7,11.0,EA Canada,E,14.0
3185,The Lord of the Rings: Conquest,X360,Action,Electronic Arts,0.63,55.0,58.0,7,110.0,Pandemic Studios,T,7.0
3186,Far Cry 4,PC,Shooter,Ubisoft,0.63,80.0,17.0,6.7,1064.0,Ubisoft Montreal,M,2.0
3188,NASCAR 06: Total Team Control,PS2,Racing,Electronic Arts,0.63,78.0,18.0,7.7,18.0,EA Sports,E,11.0
3192,Iron Man,PSP,Action,Sega,0.63,44.0,7.0,6.5,16.0,Artificial Mind and Movement,T,8.0
3193,White Knight Chronicles II,PS3,Role-Playing,Sony Computer Entertainment,0.63,60.0,45.0,7.1,64.0,Level 5,T,6.0
3195,Juiced 2: Hot Import Nights,X360,Racing,THQ,0.63,68.0,24.0,7.6,21.0,Juice Games,T,9.0
3196,Wolfenstein,PS3,Shooter,Activision,0.63,71.0,58.0,7.4,77.0,"id Software, Raven Software",M,7.0
3197,The Walking Dead: Survival Instinct,X360,Shooter,Activision,0.63,32.0,30.0,4,410.0,Terminal Reality,M,3.0
3198,The Sims 3: Generations,PC,Simulation,Electronic Arts,0.63,70.0,22.0,3.6,81.0,The Sims Studio,T,5.0
3199,Ape Escape 2,PS2,Platform,Sony Computer Entertainment,0.63,82.0,31.0,8.4,32.0,SCE Japan Studio,E,14.0
3202,Sega Rally Revo,PS3,Racing,Sega,0.63,75.0,40.0,7,20.0,SEGA Racing Studio,E,9.0
3203,Shin Megami Tensei: Persona 3 FES,PS2,Role-Playing,Tecmo Koei,0.63,89.0,25.0,8.3,296.0,Atlus Co.,M,9.0
3204,FIFA Soccer 2002,PS2,Sports,Electronic Arts,0.63,82.0,17.0,5.8,28.0,EA Sports,E,15.0
3205,Angry Birds Trilogy,3DS,Action,Activision,0.63,62.0,7.0,4.6,20.0,Exient Entertainment,E,4.0
3207,Condemned 2: Bloodshot,X360,Action,Sega,0.63,80.0,76.0,8.4,178.0,Monolith Productions,M,8.0
3208,Okami,PS2,Action,Capcom,0.63,93.0,69.0,9.3,327.0,Clover Studio,T,10.0
3209,Shin Megami Tensei: Persona 3 Portable,PSP,Role-Playing,Ghostlight,0.63,89.0,40.0,8.3,317.0,Atlus,M,7.0
3211,NHL 2001,PS,Sports,Electronic Arts,0.63,88.0,10.0,7.7,7.0,Page 44 Studios,E,16.0
3212,Crysis 3,PC,Shooter,Electronic Arts,0.63,76.0,47.0,6.5,1223.0,Crytek,M,3.0
3213,Buzz Lightyear of Star Command,PS,Platform,Activision,0.63,54.0,10.0,5.3,4.0,Traveller's Tales,E,16.0
3214,NHL 16,PS4,Sports,Electronic Arts,0.63,78.0,28.0,5.5,157.0,"EA Sports, EA Canada",E10+,1.0
3218,Tony Hawk's Project 8,PS3,Sports,Activision,0.63,76.0,43.0,7.2,14.0,Neversoft Entertainment,T,10.0
3219,Ghostbusters: The Video Game,X360,Action,Atari,0.63,79.0,53.0,8.5,125.0,Terminal Reality,T,7.0
3220,XCOM: Enemy Unknown,X360,Strategy,Take-Two Interactive,0.62,90.0,35.0,8.3,366.0,Firaxis Games,M,4.0
3224,Tony Hawk's American Wasteland,XB,Sports,Activision,0.62,77.0,40.0,7.7,15.0,Neversoft Entertainment,T,11.0
3226,Wild ARMs 3,PS2,Role-Playing,Ubisoft,0.62,78.0,30.0,8.4,38.0,"Media Vision, Contrail",T,14.0
3229,Madden NFL 07,GC,Sports,Electronic Arts,0.62,82.0,14.0,9.2,5.0,EA Tiburon,E,10.0
3232,Tiger Woods PGA Tour 2004,XB,Sports,Electronic Arts,0.62,89.0,18.0,8.2,14.0,EA Sports,E,13.0
3234,Tak 2: The Staff of Dreams,PS2,Platform,THQ,0.62,71.0,31.0,8,10.0,Avalanche Software,E,12.0
3235,Just Dance 3,PS3,Misc,Ubisoft,0.62,75.0,5.0,6,7.0,Ubisoft,E10+,5.0
3236,LEGO Pirates of the Caribbean: The Video Game,3DS,Action,Disney Interactive Studios,0.62,71.0,16.0,7.3,20.0,Traveller's Tales,E10+,5.0
3237,Donkey Kong Barrel Blast,Wii,Racing,Nintendo,0.62,46.0,34.0,6.8,26.0,Paon Corporation,E,9.0
3240,Viewtiful Joe,GC,Action,Capcom,0.62,93.0,52.0,8.3,115.0,Clover Studio,T,13.0
3241,The Urbz: Sims in the City,GBA,Simulation,Electronic Arts,0.62,72.0,6.0,9.2,25.0,Griptonite Games,E,12.0
3243,Guitar Hero: Metallica,PS3,Misc,Activision,0.62,86.0,44.0,8,48.0,Neversoft Entertainment,T,7.0
3245,Strike Force Bowling,PS2,Sports,Play It,0.62,48.0,14.0,6.8,4.0,Lab Rats Games,E,12.0
3247,Red Steel 2,Wii,Shooter,Ubisoft,0.62,80.0,73.0,8.6,178.0,Ubisoft Paris,T,6.0
3249,XGRA: Extreme G-Racing Association,PS2,Racing,Eidos Interactive,0.62,68.0,23.0,8.6,8.0,Acclaim Studios Cheltenham,T,12.0
3250,Mafia III,XOne,Action,Take-Two Interactive,0.62,67.0,20.0,4.6,274.0,Hangar 13,M,0.0
3256,Prince of Persia: The Forgotten Sands,X360,Action,Ubisoft,0.62,74.0,69.0,7.8,112.0,Ubisoft Montreal,T,6.0
3257,Warriors Orochi 3,PS3,Action,Ubisoft Annecy,0.62,70.0,17.0,7.9,35.0,Omega Force,T,5.0
3259,DJ Hero 2,Wii,Misc,Activision,0.62,88.0,20.0,7.5,17.0,FreeStyleGames,T,6.0
3264,Tiger Woods PGA Tour 12: The Masters,X360,Sports,Electronic Arts,0.62,80.0,50.0,6.1,25.0,Electronic Arts,E,5.0
3266,Wall-E,X360,Platform,THQ,0.62,50.0,32.0,6.3,6.0,Heavy Iron Studios,E,8.0
3269,Harry Potter and the Half-Blood Prince,DS,Action,Electronic Arts,0.61,48.0,9.0,4.3,7.0,EA Bright Light,E,7.0
3270,NieR,PS3,Role-Playing,Square Enix,0.61,68.0,58.0,8.4,263.0,Cavia Inc.,M,6.0
3271,2014 FIFA World Cup Brazil,PS3,Sports,Electronic Arts,0.61,73.0,33.0,4.3,87.0,EA Canada,E,2.0
3273,NBA 2K9,PS3,Sports,Take-Two Interactive,0.61,82.0,30.0,7,37.0,Visual Concepts,E,8.0
3276,NFL Fever 2003,XB,Sports,Microsoft Game Studios,0.61,72.0,25.0,8.6,12.0,Microsoft Game Studios,E,14.0
3277,Samurai Warriors 2,PS2,Action,Tecmo Koei,0.61,58.0,26.0,8.8,13.0,Omega Force,T,10.0
3278,Wet,PS3,Shooter,Bethesda Softworks,0.61,70.0,61.0,6.4,55.0,Artificial Mind and Movement,M,7.0
3279,Cooking Mama 4: Kitchen Magic!,3DS,Simulation,505 Games,0.61,56.0,6.0,6,7.0,Cooking Mama Limited,E,5.0
3280,Scribblenauts: Unlimited,3DS,Action,Warner Bros. Interactive Entertainment,0.61,73.0,13.0,7.4,21.0,5TH Cell,E10+,4.0
3283,Fire Emblem: Shadow Dragon,DS,Role-Playing,Nintendo,0.61,81.0,42.0,7,106.0,Intelligent Systems,E10+,8.0
3284,Plants vs. Zombies: Garden Warfare,PS4,Shooter,Electronic Arts,0.61,75.0,23.0,7.6,259.0,PopCap,E10+,2.0
3285,Metroid Prime: Trilogy,Wii,Shooter,Nintendo,0.61,91.0,48.0,9.3,316.0,Retro Studios,T,7.0
3286,Robotech: Battlecry,PS2,Shooter,TDK Mediactive,0.61,72.0,20.0,8.5,8.0,Vicious Cycle,T,14.0
3288,Disney Universe,PS3,Action,Disney Interactive Studios,0.61,70.0,29.0,6.9,13.0,Eurocom Entertainment Software,E10+,5.0
3290,Jak and Daxter: The Lost Frontier,PSP,Platform,Sony Computer Entertainment,0.61,71.0,47.0,6.3,28.0,High Impact Games,E10+,7.0
3291,Texas Hold 'Em Poker,GBA,Misc,Majesco Entertainment,0.61,49.0,7.0,6.8,6.0,Skyworks Technologies,E,12.0
3292,Time Crisis 3,PS2,Shooter,Namco Bandai Games,0.61,81.0,29.0,8.1,12.0,Namco,T,13.0
3294,Vanquish,PS3,Shooter,Sega,0.61,84.0,61.0,8.1,304.0,PlatinumGames,M,6.0
3296,Tearaway,PSV,Adventure,Sony Computer Entertainment Europe,0.61,87.0,82.0,8.9,391.0,Media Molecule,E,3.0
3298,Half-Life 2,XB,Shooter,Electronic Arts,0.61,90.0,35.0,8.6,115.0,Valve Software,M,11.0
3300,Tony Hawk: RIDE,X360,Sports,Activision,0.61,46.0,43.0,3,67.0,Robomodo,E10+,7.0
3301,Borderlands: The Pre-Sequel,PS3,Shooter,Take-Two Interactive,0.61,77.0,24.0,6.3,130.0,2K Australia,M,2.0
3302,Major League Baseball 2K8,X360,Sports,Bethesda Softworks,0.61,70.0,28.0,5.9,34.0,Kush Games,E,8.0
3303,Sacred 2: Fallen Angel,PS3,Role-Playing,Deep Silver,0.61,70.0,45.0,7.1,51.0,"Ascaron Entertainment GmbH, Ascaron Entertainment",M,7.0
3304,pro evolution soccer 2011,X360,Sports,Konami Digital Entertainment,0.61,79.0,43.0,5.9,33.0,Konami,E,6.0
3305,Major League Baseball 2K9,X360,Sports,Spike,0.61,64.0,29.0,5.3,26.0,2K Sports,E,7.0
3306,Final Fantasy IV Advance,GBA,Role-Playing,Nintendo,0.61,85.0,30.0,7.3,70.0,TOSE,E10+,11.0
3307,Dragon Ball Z: Ultimate Tenkaichi,PS3,Fighting,Namco Bandai Games,0.61,58.0,26.0,5.4,77.0,Spike,T,5.0
3311,Harry Potter and the Goblet of Fire,GBA,Action,Electronic Arts,0.61,71.0,9.0,6,8.0,Magic Pockets,E,11.0
3313,Dragon Ball Z: Buu's Fury,GBA,Action,Atari,0.61,62.0,19.0,8.9,39.0,Webfoot Technologies,E,12.0
3315,Spider-Man: Mysterio's Menace,GBA,Action,Activision,0.61,84.0,8.0,8.7,11.0,Vicarious Visions,E,15.0
3318,MySims Racing,DS,Racing,Electronic Arts,0.61,67.0,11.0,7.3,4.0,EA Games,E,7.0
3319,Naruto: Ultimate Ninja,PS2,Fighting,Atari,0.61,75.0,34.0,7.7,35.0,CyberConnect2,T,13.0
3320,Pac-Man Party,Wii,Misc,Namco Bandai Games,0.61,59.0,14.0,5.9,8.0,TOSE,E10+,6.0
3322,Tony Hawk's Underground,GBA,Sports,Activision,0.6,86.0,9.0,7.7,9.0,Vicarious Visions,E,13.0
3326,Shadow The Hedgehog,PS2,Platform,Sega,0.6,45.0,28.0,6,137.0,Sonic Team,E10+,11.0
3327,Wave Race: Blue Storm,GC,Racing,Nintendo,0.6,80.0,21.0,8.3,29.0,Nintendo,E,15.0
3328,Aliens: Colonial Marines,PS3,Shooter,Sega,0.6,43.0,25.0,3.6,295.0,Gearbox Software,M,3.0
3329,Backyard Wrestling: Don't Try This at Home,PS2,Fighting,Eidos Interactive,0.6,51.0,24.0,7.8,29.0,Paradox Development,M,13.0
3330,Yakuza: Dead Souls,PS3,Shooter,Sega,0.6,64.0,55.0,7.4,69.0,Ryu ga Gotoku Studios,M,5.0
